06.06.2025     Dynamic List Display                                                               1


	CHABASNM	OBJVERS	ATTRINM	POSIT	ATTRITP	ATRTIMFL	ATRINDXFL	F4ORDER	NODISPINQUERYFL	DERIVED_PATH

	MD_CUS	A	MD_AD	 0011	DIS	0	0	     00
	MD_CUS	A	MD_CU_ED	 0007	NAV	0	0	     00
	MD_CUS	A	MD_CU_HO	 0009	DIS	0	0	     00
	MD_CUS	A	MD_CU_MS	 0003	DIS	0	0	     00
	MD_CUS	A	MD_CU_NC	 0010	DIS	0	0	     00
	MD_CUS	A	MD_CU_OC	 0008	NAV	0	0	     00
	MD_CUS	A	MD_CU_YI	 0006	DIS	0	0	     00
	MD_CUS	A	MD_C_ALT	 0001	DIS	0	0	     00
	MD_CUS	A	MD_EM_BD	 0002	NAV	0	0	     00
	MD_CUS	A	MD_EM_EM	 0005	DIS	0	0	     00
	MD_CUS	A	MD_EM_GN	 0004	DIS	0	0	     00
	MD_CUS	A	MD_PH	 0012	DIS	0	0	     00
	MD_DP_GR	A	MD_DGR_P	 0001	DIS	0	0	     00
	MD_EMP	A	MD_DP_GR	 0009	NAV	0	0	     00
	MD_EMP	A	MD_EMP_P	 0001	DIS	0	0	     00
	MD_EMP	A	MD_EM_BD	 0005	NAV	0	0	     00
	MD_EMP	A	MD_EM_EM	 0006	DIS	0	0	     00
	MD_EMP	A	MD_EM_GN	 0008	DIS	0	0	     00
	MD_EMP	A	MD_EM_PS	 0003	DIS	0	0	     00
	MD_EMP	A	MD_EM_SD	 0004	NAV	0	0	     00
	MD_EMP	A	MD_EM_SN	 0002	DIS	0	0	     00
	MD_EMP	A	MD_PH	 0007	DIS	0	0	     00
	MD_PROD	A	MD_CURRN	 0014	DIS	0	0	     00
	MD_PROD	A	MD_PRST	 0013	DIS	0	0	     00
	MD_PROD	A	MD_PR_CG	 0012	NAV	0	0	     00
	MD_PROD	A	MD_PR_CL	 0004	NAV	0	0	     00
	MD_PROD	A	MD_PR_FG	 0003	DIS	0	0	     00
	MD_PROD	A	MD_PR_NK	 0001	DIS	0	0	     00
	MD_PROD	A	MD_PR_RP	 0006	DIS	0	0	     00
	MD_PROD	A	MD_PR_SC	 0002	DIS	0	0	     00
	MD_PROD	A	MD_PR_SR	 0009	DIS	0	0	     00
	MD_PROD	A	MD_PR_SS	 0005	DIS	0	0	     00
	MD_PROD	A	MD_PR_SZ	 0008	NAV	0	0	     00
	MD_PROD	A	MD_PR_UP	 0007	DIS	0	0	     00
	MD_PROD	A	MD_PR_WG	 0010	DIS	0	0	     00
	MD_PROD	A	MD_QUAN	 0011	DIS	0	0	     00
	MD_PROM	A	MD_PR_A	 0003	DIS	1	0	     00
	MD_PROM	A	MD_PR_T	 0002	NAV	1	0	     00
	MD_PROM	A	MD_PR_V	 0001	DIS	1	0	     00
	MD_PR_SC	A	MD_PR_CG	 0001	NAV	0	0	     00
	MD_RS	A	MD_AD	 0009	DIS	0	0	     00
	MD_RS	A	MD_PH	 0002	DIS	0	0	     00
	MD_RS	A	MD_RS_AR	 0014	DIS	0	0	     00
	MD_RS	A	MD_RS_AS	 0010	DIS	0	0	     00
	MD_RS	A	MD_RS_BN	 0011	NAV	0	0	     00
	MD_RS	A	MD_RS_EN	 0004	DIS	0	0	     00
	MD_RS	A	MD_RS_FY	 0006	DIS	0	0	     00
	MD_RS	A	MD_RS_LY	 0007	DIS	0	0	     00
	MD_RS	A	MD_RS_NK	 0001	DIS	0	0	     00
	MD_RS	A	MD_RS_OF	 0005	DIS	0	0	     00
	MD_RS	A	MD_RS_PA	 0013	DIS	0	0	     00
	MD_RS	A	MD_RS_PL	 0008	DIS	0	0	     00
	MD_RS	A	MD_RS_PT	 0012	DIS	0	0	     00
	MD_RS	A	MD_RS_TP	 0003	NAV	0	0	     00
	MD_RS	A	MD_RS_YO	 0015	DIS	0	0	     00
	MD_S_TY	A	MD_CNTR	 0001	NAV	0	0	     00
	MD_S_TY	A	MD_C_GR	 0002	NAV	0	0	     00
