06.06.2025                                                                                                                                                                                                                                                          Dynamic List Display                                                                                                                                                                                                                                                                                                                   1


	CHABASNM	OBJVERS	CHATP	DATATP	INTLEN	OUTPUTLEN	CONVEXIT	FVALEX	LOWERCASE	GISTP	GISATTRINM	INFOAREA	APPLNM	BOR_OBJTYP	MDRCLNM	MDRCLPA	NOVALFL	RDAFL	F4DEFAULT	F4QUERYEXEC	ATTRIBFL	TIMDEPFL	KEYSORTEXT	EXPDSOURCEFL	CHECKODS	TXTTABFL	TXTTIMFL	NOLANGU	TXTSHFL	TXTMDFL	TXTLGFL	TXTXLFL	UNINM	UOMCONV	UOMCONVODS	UOMCONVODSDESC	UOMCONVODSAREA	UOMCONVODSSTATE	IOBJROUT	HIETABFL	HIEVERFL	HIENMTFL	HIENDTFL	HIEINTFL	HIESIGNCH	HIETJOINFL	HIETP	HIECLNM	HIECLPA	IOBJSIZCAT	IOBJDATCLS	OBN_SYS_ALIAS	HIGH_CARDINALITY	IOBJ_HANAMODEL	SUPPORTS_XXL_ATTRIBUTES	MIME_TYPE	FIXCUKY	FIXUNIT	ENHANCED_MD_UPDATE

	MD_AD	A	GEN	CHAR	000040	   000040	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_CNTR	A	GEN	CHAR	000040	   000040	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_CPON	A	GEN	CHAR	000020	   000020	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_CTN	A	GEN	CHAR	000012	   000012	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_CURR	A	GEN	NUMC	000003	   000003				    0		XIVO_TEST					X		D	Q						1	0	X	X	X																							               0
	MD_CUS	A	GEN	NUMC	000005	   000005				    0		XIVO_TEST							D	Q	X					1	0	X			X																						               0
	MD_CU_ED	A	GEN	CHAR	000020	   000020	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_CU_HO	A	GEN	NUMC	000005	   000005				    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_CU_MS	A	GEN	CHAR	000001	   000001	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_CU_OC	A	GEN	CHAR	000015	   000015	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_C_ALT	A	GEN	CHAR	000010	   000010	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_C_GR	A	GEN	CHAR	000020	   000020	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_DP_GR	A	GEN	NUMC	000002	   000002				    0		XIVO_TEST							D	Q	X					1	0	X		X																							               0
	MD_EMP	A	GEN	NUMC	000004	   000004				    0		XIVO_TEST							D	Q	X					1	0	X		X																							               0
	MD_EM_EM	A	GEN	CHAR	000040	   000040	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_EM_GN	A	GEN	CHAR	000001	   000001	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_EM_PS	A	GEN	CHAR	000045	   000045	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_EM_SN	A	GEN	NUMC	000009	   000009				    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_FRG	A	GEN	CHAR	000008	   000008	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_PH	A	GEN	CHAR	000019	   000019	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_PROD	A	GEN	NUMC	000004	   000004				    0		XIVO_TEST							D	Q	X					1	0	X		X																							               0
	MD_PROM	A	GEN	NUMC	000003	   000003				    0		XIVO_TEST							D	Q	X	X				1	1	X		X																							               0
	MD_PR_A	A	GEN	CHAR	000020	   000020	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_PR_CG	A	GEN	NUMC	000003	   000003				    0		XIVO_TEST					X		D	Q						1	0	X	X																								               0
	MD_PR_CL	A	GEN	CHAR	000012	   000012	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_PR_FG	A	GEN	CHAR	000005	   000005	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_PR_NK	A	GEN	CHAR	000015	   000015	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_PR_SC	A	GEN	NUMC	000003	   000003				    0		XIVO_TEST							D	Q	X					1	0	X	X																								               0
	MD_PR_SR	A	GEN	CHAR	000012	   000012	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_PR_SZ	A	GEN	CHAR	000003	   000003	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_PR_T	A	GEN	CHAR	000030	   000030	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_REVNUM	A	GEN	NUMC	000001	   000001				    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_RS	A	GEN	NUMC	000004	   000004				    0		XIVO_TEST							D	Q	X					1	0	X			X																						               0
	MD_RS_BN	A	GEN	CHAR	000030	   000030	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_RS_FY	A	GEN	NUMC	000004	   000004				    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_RS_LY	A	GEN	NUMC	000004	   000004				    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_RS_NK	A	GEN	CHAR	000010	   000010	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_RS_OF	A	GEN	CHAR	000001	   000001	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_RS_PL	A	GEN	CHAR	000010	   000010	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_RS_PT	A	GEN	NUMC	000002	   000002				    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_RS_TP	A	GEN	CHAR	000020	   000020	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_RS_YO	A	GEN	NUMC	000004	   000004				    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_SF	A	GEN	CHAR	000002	   000002	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_SOLN	A	GEN	NUMC	000002	   000002				    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_SON	A	GEN	CHAR	000007	   000007	ALPHA			    0		XIVO_TEST					X		D	Q						0	0	X																									               0
	MD_S_TY	A	GEN	NUMC	000003	   000003				    0		XIVO_TEST							D	Q	X					1	0	X		X																							               0
