06.06.2025                                                                          Dynamic List Display                                                                                                                                   1


	/BIC/MD_PROD	OBJVERS	CHANGED	/BIC/MD_PR_NK	/BIC/MD_PR_SC	/BIC/MD_PR_FG	/BIC/MD_PR_CL	/BIC/MD_PR_SS	/BIC/MD_PR_RP	/BIC/MD_PR_UP	/BIC/MD_PR_SZ	/BIC/MD_PR_SR	          /BIC/MD_PR_WG	/BIC/MD_QUAN	/BIC/MD_PR_CG	/BIC/MD_PRST	/BIC/MD_CURRN

	        0000	A			          000			           0	           0	       0,000			 0,0000000000000000E+00		          000
	        0001	A		AR-5381	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0002	A		BA-8327	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0003	A		BE-2349	          000	FALSE	NA	         800	         600	       0,000		NA	 0,0000000000000000E+00		          000
	        0004	A		BE-2908	          000	FALSE	NA	         800	         600	       0,000		NA	 0,0000000000000000E+00		          000
	        0005	A		BL-2036	          000	FALSE	NA	         800	         600	       0,000		NA	 0,0000000000000000E+00		          000
	        0006	A		CA-5965	          000	FALSE	BLACK	         500	         375	       0,000		NA	 0,0000000000000000E+00		          000
	        0007	A		CA-6738	          000	FALSE	BLACK	         500	         375	       0,000		NA	 0,0000000000000000E+00		          000
	        0008	A		CA-7457	          000	FALSE	BLACK	         500	         375	       0,000		NA	 0,0000000000000000E+00		          000
	        0009	A		CB-2903	          000	FALSE	SILVER	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0010	A		CN-6137	          000	FALSE	SILVER	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0011	A		CR-7833	          000	FALSE	BLACK	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0012	A		CR-9981	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0013	A		CS-2812	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0014	A		DC-8732	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0015	A		DC-9824	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0016	A		DT-2377	          000	FALSE	NA	         800	         600	       0,000		NA	 0,0000000000000000E+00		          000
	        0017	A		EC-M092	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0018	A		EC-R098	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0019	A		EC-T209	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0020	A		FE-3760	          000	FALSE	NA	         800	         600	       0,000		NA	 0,0000000000000000E+00		          000
	        0021	A		FH-2981	          000	FALSE	SILVER	         500	         375	       0,000		NA	 0,0000000000000000E+00		          000
	        0022	A		FW-1000	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0023	A		FW-1200	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0024	A		FW-1400	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0025	A		FW-3400	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0026	A		FW-3800	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0027	A		FW-5160	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0028	A		FW-5800	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0029	A		FW-7160	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0030	A		FW-9160	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0031	A		FC-3654	          000	FALSE	NA	         800	         600	       0,000		NA	 0,0000000000000000E+00		          000
	        0032	A		FC-3982	          000	FALSE	SILVER	         800	         600	       0,000		NA	 0,0000000000000000E+00		          000
	        0033	A		FL-2301	          000	FALSE	SILVER	         800	         600	       0,000		NA	 0,0000000000000000E+00		          000
	        0034	A		GP-0982	          000	FALSE	NA	         800	         600	       0,000		NA	 0,0000000000000000E+00		          000
	        0035	A		GT-0820	          000	FALSE	NA	         800	         600	       0,000		NA	 0,0000000000000000E+00		          000
	        0036	A		GT-1209	          000	FALSE	NA	         800	         600	       0,000		NA	 0,0000000000000000E+00		          000
	        0037	A		GT-2908	          000	FALSE	NA	         800	         600	       0,000		NA	 0,0000000000000000E+00		          000
	        0038	A		HJ-1213	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0039	A		HJ-1220	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0040	A		HJ-1420	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0041	A		HJ-1428	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0042	A		HJ-3410	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
	        0043	A		HJ-3416	          000	FALSE	NA	       1.000	         750	       0,000		NA	 0,0000000000000000E+00		          000
